20 graphs in wdGraphs.txt.

** G1: |V|=5, V={0,1,...4}
(u, v, weight) E = { 
      (46, 39, 50.370)
      (46, 76, 59.899)
      (46, 156, 23.547)
      (46, 196, 85.063)
      (46, 204, 54.972)
      (46, 215, 15.090)
      (46, 259, 81.244)
      (46, 286, 40.586)
      (46, 328, 22.987)
      (46, 329, 62.584)
      (46, 331,  0.686)
      (46, 377, 88.606)
      (46, 402, 54.738)
      (46, 418, 60.794)
      (46, 431, 22.336)
      (47, 33, 47.184)
      (47, 57, 78.661)
      (47, 79, 73.643)
      (47, 154, 18.719)
      (47, 159, 81.063)
      (47, 211, 61.569)
      (48, 171, 31.329)
      (48, 210,  7.359)
      (48, 237, 17.006)
      (48, 282, 78.226)
      (48, 337, 95.831)
      (48, 365, 89.567)
      (48, 391, 53.014)
      (48, 395, 56.767)
      (48, 413, 32.875)
      (48, 442, 72.793)
      (49, 36, 17.240)
      (49, 39, 65.889)
      (49, 48, 95.871)
      (49, 78, 15.984)
      (49, 144, 26.507)
      (49, 174, 37.837)
      (49, 181, 41.685)
      (49, 188, 98.876)
      (49, 202,  9.272)
      (49, 225, 57.728)
      (49, 293, 54.042)
      (49, 300,  9.058)
      (49, 316, 57.091)
      (49, 350, 71.624)
      (49, 357, 50.867)
      (49, 362, 73.974)
      (49, 444, 90.135)
      (50, 14,  4.837)
      (50, 49, 26.647)
      (50, 62,  0.707)
      (50, 76, 93.256)
      (50, 142, 44.153)
      (50, 184, 84.882)
      (50, 188,  5.645)
      (50, 212,  7.946)
      (50, 254, 19.857)
      (50, 257, 70.026)
      (50, 374, 71.749)
      (50, 395, 40.423)
      (50, 431, 29.533)
      (50, 448, 49.720)
      (50, 449, 64.749)
      (51, 12, 50.255)
      (51, 193, 37.156)
      (51, 249, 83.656)
      (51, 285, 62.053)
      (51, 287, 51.994)
      (51, 343,  9.692)
      (51, 401, 55.624)
      (51, 436, 72.129)
      (51, 451, 98.156)
      (52, 122, 59.056)
      (52, 139, 51.295)
      (52, 169, 19.633)
      (52, 192, 56.477)
      (52, 201, 37.344)
      (52, 222, 68.499)
      (52, 245, 26.189)
      (52, 268, 46.773)
      (52, 300, 60.399)
      (52, 326, 83.948)
      (52, 335, 40.560)
      (52, 339, 69.257)
      (52, 343,  6.838)
      (52, 425, 88.570)
      (53, 32, 15.264)
      (53, 46,  5.561)
      (53, 50, 47.580)
      (53, 65, 45.632)
      (53, 131, 81.794)
      (53, 203, 13.418)
      (53, 415, 91.196)
      (53, 438, 66.932)
      (54, 21,  7.571)
      (54, 345, 97.550)
      (54, 353, 77.297)
      (54, 360, 20.382)
      (54, 368, 50.738)
      (54, 435,  7.906)
      (54, 450, 24.276)
      (55, 12, 10.244)
      (55, 21, 77.689)
      (55, 49, 39.626)
      (55, 50, 27.601)
      (55, 60, 48.381)
      (55, 110, 68.794)
      (55, 138, 70.307)
      (55, 163, 83.786)
      (55, 284, 46.956)
      (55, 293, 52.344)
      (55, 354, 16.581)
      (55, 399, 93.022)
      (55, 401, 15.011)
      (55, 450, 33.718)
      (56, 63, 53.683)
      (56, 130, 68.429)
      (56, 139, 97.256)
      (56, 256,  2.508)
      (56, 293, 77.949)
      (56, 325, 74.425)
      (56, 418, 12.327)
      (56, 427, 88.937)
      (56, 452, 67.262)
      (57, 91, 16.340)
      (57, 108, 21.922)
      (57, 148, 49.351)
      (57, 217, 23.242)
      (57, 222, 71.687)
      (57, 228, 75.036)
      (57, 236, 63.796)
      (57, 297, 29.184)
      (57, 300, 87.607)
      (58,  6, 87.758)
      (58, 33, 52.919)
      (58, 152, 89.145)
      (58, 267, 36.991)
      (58, 268, 63.952)
      (58, 293, 23.437)
      (58, 329, 70.073)
      (58, 370, 13.879)
      (58, 374, 64.448)
      (58, 383, 21.570)
      (58, 420, 48.443)
      (58, 424, 21.837)
      (59,  5, 33.968)
      (59, 26, 57.273)
      (59, 47, 99.485)
      (59, 113, 15.859)
      (59, 126, 41.126)
      (59, 211, 96.385)
      (59, 255, 41.849)
      (59, 288, 65.896)
      (59, 295, 94.459)
      (59, 324, 48.064)
      (60, 19, 20.562)
      (60, 116, 89.368)
      (60, 117, 14.641)
      (60, 155, 61.545)
      (60, 165, 80.091)
      (60, 195, 91.004)
      (60, 227, 83.991)
      (61, 31, 21.800)
      (61, 50, 67.928)
      (61, 102, 25.809)
      (61, 111, 77.042)
      (61, 139, 69.698)
      (61, 177, 69.094)
      (61, 181,  9.973)
      (61, 270, 33.883)
      (61, 309, 75.396)
      (61, 331, 46.237)
      (62, 74, 75.133)
      (62, 76, 79.334)
      (62, 116, 47.749)
      (62, 279, 67.572)
      (62, 338, 72.099)
      (62, 382,  2.863)
      (63, 16,  5.931)
      (63, 23, 24.255)
      (63, 36, 73.034)
      (63, 39, 41.203)
      (63, 56, 66.596)
      (63, 66, 74.796)
      (63, 95, 79.890)
      (63, 121, 99.402)
      (63, 139, 12.365)
      (63, 154, 63.760)
      (63, 205, 12.230)
      (64,  8, 44.444)
      (64, 15, 91.862)
      (64, 162, 95.797)
      (64, 179, 96.863)
      (64, 195, 70.860)
      (64, 198, 72.793)
      (64, 229, 90.432)
      (64, 244, 60.491)
      (64, 288, 11.604)
      (64, 327, 74.796)
      (64, 331, 52.033)
      (64, 345, 41.691)
      (64, 353,  4.482)
      (64, 401, 86.091)
      (64, 407,  0.635)
      (64, 419, 20.501)
      (64, 434, 12.912)
      (64, 442, 26.982)
      (64, 450, 11.758)
      (65,  9, 52.978)
      (65, 34, 16.243)
      (65, 68, 67.484)
      (65, 72, 99.431)
      (65, 77, 27.925)
      (65, 142, 39.467)
      (65, 190, 77.910)
      (65, 196,  5.274)
      (65, 206, 32.313)
      (65, 207, 36.333)
      (65, 211, 68.632)
      (65, 239, 45.377)
      (65, 271, 72.564)
      (65, 287, 55.217)
      (65, 303, 67.208)
      (65, 308,  6.675)
      (65, 355, 33.121)
      (65, 414, 61.285)
      (66, 63,  7.212)
      (66, 80, 80.521)
      (66, 85, 31.966)
      (66, 144, 61.991)
      (66, 153, 87.397)
      (66, 163, 46.957)
      (66, 243, 82.796)
      (66, 275, 13.893)
      (66, 311, 13.564)
      (66, 312, 78.712)
      (66, 435, 93.634)
      (67, 16, 17.684)
      (67, 68, 54.331)
      (67, 82, 39.218)
      (67, 98, 71.099)
      (67, 113, 79.532)
      (67, 128, 36.269)
      (67, 142, 50.866)
      (67, 242, 75.918)
      (67, 302, 52.218)
      (67, 340, 61.813)
      (68, 24, 23.716)
      (68, 31, 37.929)
      (68, 41, 97.799)
      (68, 59, 61.255)
      (68, 63, 24.763)
      (68, 71, 25.861)
      (68, 74, 32.532)
      (68, 87, 15.617)
      (68, 91, 46.407)
      (68, 97, 48.821)
      (68, 180, 89.688)
      (68, 193, 29.587)
      (68, 217,  8.154)
      (68, 245, 85.335)
      (68, 258,  1.598)
      (68, 323, 29.276)
      (68, 330, 99.986)
      (68, 337, 46.201)
      (68, 407, 60.755)
      (68, 439, 94.734)
      (69, 14, 71.444)
      (69, 34, 94.293)
      (69, 131, 94.414)
      (69, 232, 66.696)
      (69, 266, 42.345)
      (69, 273, 82.752)
      (69, 324, 16.999)
      (69, 338, 58.368)
      (69, 350, 92.543)
      (69, 363, 62.957)
      (69, 367, 18.859)
      (69, 440, 64.569)
      (69, 442, 27.778)
      (69, 446, 18.646)
      (70, 56, 27.016)
      (70, 110, 33.160)
      (70, 124, 25.731)
      (70, 184, 10.891)
      (70, 204, 50.137)
      (70, 275, 73.795)
      (70, 290, 96.335)
      (70, 325, 52.097)
      (70, 372, 18.230)
      (70, 385, 43.634)
      (70, 394, 17.281)
      (70, 395, 22.743)
      (70, 402, 29.748)
      (70, 442, 48.434)
      (71, 150, 81.043)
      (71, 247, 87.393)
      (71, 272, 95.641)
      (71, 298, 32.692)
      (71, 314, 61.844)
      (71, 321, 66.461)
      (71, 327, 74.617)
      (71, 443, 93.244)
      (72,  8, 42.352)
      (72, 110, 58.036)
      (72, 133, 51.752)
      (72, 198, 67.983)
      (72, 206, 52.210)
      (72, 238, 13.693)
      (72, 264, 25.621)
      (72, 319, 89.105)
      (72, 341, 69.170)
      (72, 375, 55.686)
      (72, 379, 43.647)
      (72, 391, 36.471)
      (72, 399, 39.351)
      (72, 401, 95.248)
      (72, 446, 39.032)
      (73, 19, 33.769)
      (73, 85, 39.065)
      (73, 94, 87.236)
      (73, 152, 62.386)
      (73, 177, 71.372)
      (73, 330, 80.313)
      (73, 392, 84.519)
      (73, 409, 77.118)
      (74, 70, 35.753)
      (74, 154, 27.289)
      (74, 229, 38.589)
      (74, 233, 25.807)
      (74, 256, 96.658)
      (74, 261, 34.234)
      (74, 301, 57.420)
      (74, 322, 25.620)
      (75,  9, 17.233)
      (75, 77, 74.903)
      (75, 97, 36.401)
      (75, 184, 96.977)
      (75, 208, 52.125)
      (75, 240, 66.104)
      (75, 270, 70.527)
      (75, 358, 55.389)
      (75, 371, 88.535)
      (75, 398, 98.510)
      (76,  7,  3.199)
      (76, 61,  1.701)
      (76, 89, 56.452)
      (76, 96,  8.814)
      (76, 122, 17.614)
      (76, 208, 20.133)
      (76, 244,  8.541)
      (76, 293, 55.036)
      (76, 363, 33.835)
      (76, 396, 89.492)
      (76, 417, 20.490)
      (77, 21, 66.013)
      (77, 61, 72.189)
      (77, 66, 48.791)
      (77, 103, 47.091)
      (77, 181, 74.942)
      (77, 185, 48.782)
      (77, 214, 25.834)
      (77, 221, 98.746)
      (77, 234, 39.592)
      (77, 391, 64.129)
      (77, 399, 29.832)
      (77, 437,  3.589)
      (78, 77, 28.195)
      (78, 91, 43.661)
      (78, 105, 47.085)
      (78, 108, 59.877)
      (78, 122, 86.718)
      (78, 294, 58.454)
      (78, 322, 55.393)
      (78, 367, 39.771)
      (79, 133, 95.493)
      (79, 170, 66.752)
      (79, 191, 10.005)
      (79, 258, 84.735)
      (79, 261, 26.884)
      (79, 326, 65.365)
      (80, 20, 28.800)
      (80, 91, 31.679)
      (80, 123,  8.757)
      (80, 167, 45.845)
      (80, 178, 30.217)
      (80, 251, 90.688)
      (80, 277, 79.065)
      (80, 281, 90.208)
      (80, 298, 47.780)
      (80, 306,  0.001)
      (80, 332, 65.367)
      (80, 448, 68.367)
      (81, 11, 72.938)
      (81, 80, 52.395)
      (81, 98, 89.801)
      (81, 112,  1.862)
      (81, 148, 15.446)
      (81, 166, 70.113)
      (81, 184, 93.948)
      (81, 196, 91.457)
      (81, 222, 54.996)
      (81, 253, 19.949)
      (81, 285, 65.023)
      (81, 292, 30.524)
      (81, 336,  5.529)
      (81, 357, 81.081)
      (81, 389,  9.306)
      (81, 392, 73.729)
      (81, 436, 71.719)
      (81, 447, 50.803)
      (82, 69, 64.328)
      (82, 71, 76.295)
      (82, 326, 14.743)
      (82, 354, 17.430)
      (82, 394, 58.901)
      (83, 24, 91.569)
      (83, 44, 67.265)
      (83, 60, 33.444)
      (83, 116, 30.032)
      (83, 264, 28.058)
      (83, 279, 11.066)
      (83, 432, 46.612)
      (84, 136, 14.919)
      (84, 171, 40.163)
      (84, 224, 12.328)
      (84, 234, 94.923)
      (84, 259, 80.383)
      (84, 277, 68.461)
      (84, 347, 45.461)
      (84, 387, 93.828)
      (84, 396, 83.540)
      (84, 432, 10.227)
      (85, 13, 68.755)
      (85, 33, 32.704)
      (85, 52, 66.540)
      (85, 62, 54.992)
      (85, 67, 10.019)
      (85, 73, 74.678)
      (85, 129,  8.982)
      (85, 150, 47.781)
      (85, 223, 39.039)
      (85, 266, 70.844)
      (85, 337, 14.502)
      (85, 395, 26.118)
      (85, 402, 82.440)
      (85, 442, 16.254)
      (86, 27, 80.946)
      (86, 30, 81.883)
      (86, 151, 18.388)
      (86, 180,  6.596)
      (86, 192, 79.829)
      (86, 265,  0.047)
      (86, 266, 81.974)
      (86, 307, 77.845)
      (86, 321, 61.437)
      (86, 410, 31.973)
      (87, 23, 64.310)
      (87, 59, 96.824)
      (87, 75, 56.238)
      (87, 155, 67.860)
      (87, 185, 32.443)
      (87, 208, 21.008)
      (87, 240, 98.243)
      (87, 262, 21.781)
      (87, 266, 52.236)
      (87, 297, 52.885)
      (87, 379, 53.797)
      (87, 435, 20.405)
      (87, 446,  5.598)
      (87, 449,  2.217)
      (88, 34, 83.286)
      (88, 51, 37.115)
      (88, 81, 23.134)
      (88, 100, 32.977)
      (88, 122, 50.346)
      (88, 127, 19.712)
      (88, 130, 71.553)
      (88, 147, 31.313)
      (88, 179, 15.625)
      (88, 213, 15.240)
      (88, 273, 54.838)
      (88, 283, 83.739)
      (88, 301, 79.592)
      (88, 333, 54.981)
      (88, 356, 59.679)
      (88, 380, 70.773)
      (89, 56, 10.325)
      (89, 92, 12.457)
      (89, 125, 40.887)
      (89, 179, 63.100)
      (89, 221, 54.161)
      (89, 251, 22.700)
      (89, 284, 21.998)
      (89, 317, 25.341)
      (89, 323, 98.269)
      (89, 350, 73.648)
      (89, 356, 20.990)
      (89, 361, 57.646)
      (89, 421, 37.697)
      (90, 13, 70.625)
      (90, 48, 41.821)
      (90, 168, 56.896)
      (90, 187, 30.711)
      (90, 216, 86.876)
      (90, 227, 38.701)
      (90, 236, 66.606)
      (90, 260, 68.875)
      (90, 265, 70.011)
      (90, 292, 26.910)
      (90, 308, 36.796)
      (90, 321, 24.410)
      (90, 363, 76.356)
      (90, 403, 25.285)
      (91, 11, 88.620)
      (91, 38, 24.826)
      (91, 115, 10.134)
      (91, 224, 31.695)
      (91, 229, 47.235)
      (91, 274, 51.515)
      (91, 336, 50.229)
      (91, 414, 35.009)
      (92, 95, 48.626)
      (92, 106, 83.490)
      (92, 131,  5.241)
      (92, 147, 77.548)
      (92, 150, 89.812)
      (92, 152, 87.433)
      (92, 199, 42.952)
      (92, 225, 27.560)
      (92, 273, 34.897)
      (92, 295, 11.694)
      (92, 375, 73.153)
      (92, 414, 29.578)
      (92, 425, 15.545)
      (92, 439, 32.225)
      (92, 445, 74.799)
      (93, 142, 66.334)
      (93, 147, 71.157)
      (93, 150,  4.297)
      (93, 161,  5.102)
      (93, 169, 83.571)
      (93, 206, 15.026)
      (93, 276, 87.731)
      (93, 309, 75.916)
      (93, 350, 50.889)
      (93, 363, 25.668)
      (93, 379, 18.900)
      (94, 30, 45.894)
      (94, 70, 16.820)
      (94, 77, 39.967)
      (94, 107, 66.876)
      (94, 137, 87.385)
      (94, 192, 81.302)
      (94, 237, 69.231)
      (94, 255, 72.749)
      (94, 293, 89.933)
      (94, 321, 40.689)
      (94, 322, 52.921)
      (94, 392, 62.844)
      (94, 453, 46.524)
      (95,  2, 50.608)
      (95,  9, 97.661)
      (95, 23, 52.899)
      (95, 72, 90.496)
      (95, 92, 42.924)
      (95, 107,  2.400)
      (95, 170, 17.029)
      (95, 189, 33.042)
      (95, 200, 40.926)
      (95, 217, 31.990)
      (95, 223, 25.091)
      (95, 349, 14.697)
      (95, 383, 95.140)
      (95, 401, 87.028)
      (95, 407, 48.998)
      (96, 15, 13.371)
      (96, 17, 45.522)
      (96, 18, 19.105)
      (96, 25,  8.819)
      (96, 78, 11.822)
      (96, 119, 26.942)
      (96, 183, 18.755)
      (96, 195, 19.885)
      (96, 200, 88.334)
      (96, 213, 45.286)
      (96, 262, 61.313)
      (96, 319, 15.832)
      (96, 320, 79.045)
      (96, 340,  0.557)
      (96, 368, 84.356)
      (96, 379, 69.456)
      (96, 424, 20.566)
      (96, 438, 64.036)
      (96, 439, 99.588)
      (96, 441, 11.167)
      (96, 442,  2.614)
      (96, 446, 73.197)
      (97, 106, 95.515)
      (97, 112, 82.094)
      (97, 124, 54.654)
      (97, 314,  0.241)
      (97, 321, 20.108)
      (97, 380, 39.323)
      (97, 395, 37.193)
      (97, 397, 41.572)
      (97, 411, 93.894)
      (97, 436, 71.538)
      (98, 23, 65.394)
      (98, 30, 79.892)
      (98, 35, 59.231)
      (98, 75, 61.743)
      (98, 112,  1.832)
      (98, 125,  0.602)
      (98, 133,  1.969)
      (98, 141, 70.970)
      (98, 167,  8.044)
      (98, 184, 52.925)
      (98, 224, 86.144)
      (98, 249, 62.014)
      (98, 266, 57.667)
      (98, 309, 54.744)
      (98, 392, 45.891)
      (99,  9, 73.075)
      (99, 36, 18.150)
      (99, 60, 10.018)
      (99, 61, 29.327)
      (99, 145, 30.462)
      (99, 192, 25.716)
      (99, 320, 11.491)
      (99, 380, 78.478)
      (100, 18, 76.151)
      (100, 73, 33.025)
      (100, 111,  6.243)
      (100, 120, 38.023)
      (100, 123, 30.304)
      (100, 136, 75.259)
      (100, 161, 84.169)
      (100, 181, 78.315)
      (100, 344, 62.929)
      (100, 426, 79.997)
      (100, 428, 39.103)
      (100, 436, 36.673)
      (101, 67, 52.055)
      (101, 105, 71.102)
      (101, 205, 87.621)
      (101, 215, 13.520)
      (101, 238, 39.966)
      (101, 289, 98.054)
      (101, 410, 57.579)
      (101, 415, 87.680)
      (102, 36, 82.782)
      (102, 62, 80.816)
      (102, 70, 45.976)
      (102, 99, 30.444)
      (102, 235, 45.828)
      (102, 360, 43.593)
      (102, 365, 29.061)
      (102, 447, 69.641)
      (103, 27,  4.621)
      (103, 92, 29.306)
      (103, 136, 23.832)
      (103, 154, 96.962)
      (103, 175,  7.233)
      (103, 214, 27.749)
      (103, 232, 74.810)
      (103, 262, 65.559)
      (103, 277, 21.337)
      (103, 322, 74.961)
      (103, 358, 66.767)
      (103, 367, 15.334)
      (103, 387, 71.196)
      (103, 394, 51.054)
      (103, 397,  2.818)
      (104, 101, 15.885)
      (104, 243, 46.115)
      (104, 280,  2.105)
      (104, 288, 70.274)
      (104, 393, 59.954)
      (104, 439, 37.408)
      (105, 24, 93.645)
      (105, 109, 13.975)
      (105, 110,  0.441)
      (105, 148, 48.145)
      (105, 161, 63.324)
      (105, 163, 16.999)
      (105, 189, 42.979)
      (105, 262, 70.430)
      (105, 278, 80.303)
      (105, 313, 50.945)
      (105, 317, 34.402)
      (105, 320, 99.884)
      (105, 330, 34.451)
      (105, 399, 86.270)
      (105, 402, 63.345)
      (106, 44, 52.418)
      (106, 58, 76.939)
      (106, 135, 12.507)
      (106, 149, 96.638)
      (106, 169, 15.026)
      (106, 173,  1.362)
      (106, 175, 18.568)
      (106, 196, 96.738)
      (106, 203, 57.426)
      (106, 230, 54.125)
      (106, 260,  6.106)
      (106, 269, 75.450)
      (106, 335, 81.281)
      (107, 33, 39.855)
      (107, 51, 42.579)
      (107, 99, 22.260)
      (107, 223, 85.485)
      (107, 224, 82.387)
      (107, 226, 38.572)
      (107, 233,  6.842)
      (107, 341, 91.179)
      (107, 404, 23.152)
      (107, 449, 38.683)
      (108, 13, 60.675)
      (108, 69, 35.343)
      (108, 250, 73.333)
      (108, 279, 43.472)
      (108, 323, 94.448)
      (108, 340, 15.219)
      (108, 353, 17.964)
      (108, 354, 51.635)
      (108, 373, 89.535)
      (108, 392, 65.620)
      (108, 417, 86.668)
      (108, 431, 14.782)
      (108, 444, 98.081)
      (108, 448, 58.580)
      (109, 32, 80.585)
      (109, 40, 98.425)
      (109, 113, 55.700)
      (109, 145, 97.648)
      (109, 166, 83.286)
      (109, 177,  3.882)
      (109, 238, 23.409)
      (109, 257, 80.893)
      (109, 274, 65.646)
      (109, 341, 63.593)
      (109, 345, 93.808)
      (109, 413, 75.265)
      (110, 58, 47.917)
      (110, 141,  2.023)
      (110, 231, 12.986)
      (110, 308, 64.671)
      (110, 371, 81.171)
      (110, 372,  3.906)
      (110, 380, 30.988)
      (110, 435, 24.056)
      (111, 16, 22.790)
      (111, 94, 87.664)
      (111, 98,  1.722)
      (111, 100, 52.671)
      (111, 123, 98.032)
      (111, 134, 26.509)
      (111, 180, 72.261)
      (111, 249, 27.326)
      (111, 345, 46.112)
      (111, 413, 10.772)
      (111, 454, 42.523)
      (112,  6, 65.164)
      (112, 31, 79.092)
      (112, 67, 43.604)
      (112, 70,  9.033)
      (112, 96, 50.646)
      (112, 289,  5.698)
      (112, 292, 46.413)
      (112, 316, 81.262)
      (112, 404, 44.810)
      (112, 426,  1.738)
      (112, 428, 57.959)
      (113, 17, 89.477)
      (113, 25, 97.405)
      (113, 37, 72.603)
      (113, 104, 16.833)
      (113, 107, 45.668)
      (113, 108, 91.231)
      (113, 147, 14.618)
      (113, 152, 20.701)
      (113, 156, 35.296)
      (113, 198, 30.094)
      (113, 218, 18.386)
      (113, 251, 13.682)
      (113, 267, 25.235)
      (113, 272, 80.027)
      (113, 279,  9.046)
      (113, 281, 34.376)
      (113, 283, 17.759)
      (113, 290, 29.017)
      (113, 316, 95.886)
      (113, 324, 96.997)
      (113, 337, 32.525)
      (113, 344, 70.137)
      (113, 371, 25.612)
      (113, 379, 25.830)
      (113, 439, 52.144)
      (114,  3, 39.142)
      (114, 25, 46.542)
      (114, 26, 92.773)
      (114, 123, 31.159)
      (114, 169, 74.294)
